C50/C50train/AlexanderSmith/223300newsML.txt 
term tf-idf document_term_frequency
loui 0.0 0
5,400 0.0 0
flamboy 0.0 0
solicit 0.0 0
e-mail 0.0 0
gaug 0.0 0
http://www.us.oracle.com/corporate/press/html/apple.html 0.0 0
ellison' 0.0 0
ash 0.0 0
3,000 0.0 0
bigger-than 0.0 0
$0.79 0.0 0
jose 0.0 0
mercuri 0.0 0
$2.17 0.0 0
$19 0.0 0
$39.375 0.0 0
unidentifi 0.0 0
kick 0.0 0
kati 0.0 0
cotton 0.0 0
wu 0.0 0
abn 0.0 0
ambro 0.0 0
chicago 0.0 0
dismiss 0.0 0
ego 0.0 0
paul 0.0 0
saffo 0.0 0
tracker 0.0 0
silicon 0.0 0
tank 0.0 0
third-richest 0.0 0
tycoon 0.0 0
allen 0.0 0
weapon 0.0 0
spruce 0.0 0
famou 0.0 0
languish 0.0 0
mid-teen 0.0 0
mid-march 0.0 0
recaptur 0.0 0
undisclos 0.0 0
savapple(at)us.oracle.com 0.0 0
presum 0.0 0
restat 0.0 0
slew 0.0 0
nibbl 0.0 0
lupatkin 0.0 0
month-long 0.0 0
$4.50 0.0 0
$52.375 0.0 0
chipmak 0.0 0
$7.375 0.0 0
$140.625 0.0 0
$3.94 0.0 0
$94.25 0.0 0
$40.50 0.0 0
slump 0.0 0
skeen 0.0 0
thornhil 0.0 0
cisco' 0.0 0
stock' 0.0 0
josephth 0.0 0
lyon 0.0 0
ross 0.0 0
josephthal' 0.0 0
$2.125 0.0 0
$35.50; 0.0 0
dell 0.0 0
$71.44; 0.0 0
micron 0.0 0
$40.875 0.0 0
one-dai 0.0 0
rohal 0.0 0
airtouch 0.0 0
cellular 0.0 0
$4.5 0.0 0
at&amp;t 0.0 0
mississippi 0.0 0
congress 0.0 0
popular 0.0 0
loophol 0.0 0
$2.2 0.0 0
west' 0.0 0
vector 0.0 0
primeco 0.0 0
wireless 0.0 0
bell 0.0 0
disanza 0.0 0
$24.50 0.0 0
englewood 0.0 0
colo 0.0 0
$17.75 0.0 0
seattl 0.0 0
denver 0.0 0
lowenstein 0.0 0
yanke 0.0 0
footprint 0.0 0
at&amp;t' 0.0 0
three-step 0.0 0
apprais 0.0 0
kevin 0.0 0
roe 0.0 0
amro 0.0 0
spell 0.0 0
timelin 0.0 0
bar 0.0 0
morri 0.0 0
notic 0.0 0
umg.n 0.0 0
t.n 0.0 0
weaker-than-expect 0.0 0
$130 0.0 0
$145 0.0 0
$204 0.0 0
mid-afternoon 0.0 0
second-most 0.0 0
$8.75 0.0 0
over-emphasi 0.0 0
enamour 0.0 0
non-tradit 0.0 0
piper 0.0 0
jaffrei 0.0 0
minneapoli 0.0 0
classic 0.0 0
phillip 0.0 0
oracle' 0.0 0
oracle8 0.0 0
$250 0.0 0
performa 0.0 0
model 0.0 0
walter 0.0 0
winnitzki 0.0 0
painewebb 0.0 0
reignit 0.0 0
isl 0.0 0
2,700 0.0 0
full-tim 0.0 0
1,400 0.0 0
60-dai 0.0 0
13,400 0.0 0
$322.5 0.0 0
fred 0.0 0
anderson 0.0 0
user-friendli 0.0 0
refocus 0.0 0
healthiest 0.0 0
opendoc 0.0 0
aix 0.0 0
video-conferenc 0.0 0
loyal 0.0 0
cusp 0.0 0
recur 0.0 0
benham 0.0 0
sustain 0.0 0
50-percent 0.0 0
second-biggest 0.0 0
$87.6 0.0 0
modem 0.0 0
robot 0.0 0
$7.3 0.0 0
46 0.0 0
$786.8 0.0 0
$606 0.0 0
$1.44 0.0 0
$33.63 0.0 0
noel 0.0 0
lindsei 0.0 0
benhamou' 0.0 0
remark 0.0 0
graham-wafer-s 0.0 0
$346.3 0.0 0
switch 0.0 0
hub 0.0 0
$432.6 0.0 0
asia 9.699217339684877 2
mitig 0.0 0
multimillion-dollar 0.0 0
midst 0.0 0
higher-spe 0.0 0
paus 0.0 0
maxim 0.0 0
skoki 0.0 0
ill.-bas 0.0 0
profitabilti 0.0 0
fourth-biggest 0.0 0
harrah 0.0 0
pippin 0.0 0
consol 0.0 0
departur 0.0 0
scullei 0.0 0
consumer-ori 0.0 0
business-ori 0.0 0
workgroup 0.0 0
9500/200 0.0 0
artist 0.0 0
$3,200 0.0 0
$4,200 0.0 0
$325 0.0 0
notifi 0.0 0
darl 0.0 0
spindler 0.0 0
guid 0.0 0
distinct 0.0 0
educ 0.0 0
simplifi 0.0 0
slow-sel 0.0 0
netwon 0.0 0
hand-held 0.0 0
apple-brand 0.0 0
televis 0.0 0
internet 0.0 0
doc 0.0 0
cyberdog 0.0 0
sprocket 0.0 0
os 0.0 0
conferenc 0.0 0
citrix 0.0 0
surg 0.0 0
nt 0.0 0
lauderdal 0.0 0
fla 0.0 0
$75 0.0 0
$13.375 0.0 0
$32.625 0.0 0
12.9 0.0 0
outdat 0.0 0
eras 0.0 0
citrix' 0.0 0
multi-us 0.0 0
data-entri 0.0 0
pre-en 0.0 0
capabilit 0.0 0
ridicul 0.0 0
stripped-down 0.0 0
clamour 0.0 0
easier-to-us 0.0 0
gadget 0.0 0
france' 0.0 0
prologu 0.0 0
treasur 0.0 0
greg 0.0 0
maffei 0.0 0
dawn 0.0 0
simon 0.0 0
truce 0.0 0
templeton 0.0 0
specialis 0.0 0
lean 0.0 0
art 0.0 0
spectrum 0.0 0
holobyt 0.0 0
funk 0.0 0
blockbust 0.0 0
revitalis 0.0 0
underestim 0.0 0
farina 0.0 0
blair 0.0 0
cross 0.0 0
$36.7 0.0 0
$29.3 0.0 0
arts' 0.0 0
$271.1 0.0 0
$240.1 0.0 0
$4.12 0.0 0
$1.95 0.0 0
alameda 0.0 0
$5.7 0.0 0
$9.95 0.0 0
41 0.0 0
better-than-expect 0.0 0
$1.98 0.0 0
$2.20 0.0 0
$849 0.0 0
$1.02 0.0 0
$2.07 0.0 0
$6.45 0.0 0
$4.64 0.0 0
tradion 0.0 0
after-christma 0.0 0
lull 0.0 0
bellweth 0.0 0
plateau 0.0 0
peck 0.0 0
guidelin 0.0 0
$3.25 0.0 0
$133.75 0.0 0
after-hour 0.0 0
$129.25 0.0 0
asia-pacif 0.0 0
high-pow 0.0 0
knock-off 0.0 0
strongest 0.0 0
$17.375 0.0 0
surprisingli 0.0 0
sunnyval 0.0 0
$12.95 0.0 0
$25.3 0.0 0
1.4 0.0 0
$552 0.0 0
$544.2 0.0 0
edelston 0.0 0
prudenti 0.0 0
$41.25 0.0 0
$1.75 0.0 0
sander 0.0 0
$21.2 0.0 0
amd-k6 0.0 0
amd' 0.0 0
flash 0.0 0
vanti 0.0 0
ramp 0.0 0
embark 0.0 0
nbc 0.0 0
sitcom 0.0 0
seinfeld 0.0 0
counter 0.0 0
second-ti 0.0 0
low-pric 0.0 0
beat 0.0 0
everydai 0.0 0
jedi 0.0 0
nexgen 0.0 0
monopli 0.0 0
krishna 0.0 0
shankar 0.0 0
k6-base 0.0 0
tier 0.0 0
$39.50 0.0 0
$2.31 0.0 0
$137 0.0 0
non-intel 0.0 0
tripl 0.0 0
$2.4 0.0 0
$722 0.0 0
vantiv 0.0 0
help-desk 0.0 0
memphis-bas 0.0 0
vantive' 0.0 0
technician 0.0 0
fedex 0.0 0
troubleshoot 0.0 0
desk 0.0 0
customers' 0.0 0
60,000 0.0 0
colson 0.0 0
fedex' 0.0 0
workstat 0.0 0
bierdeman 0.0 0
dakin 0.0 0
$30,000 0.0 0
$2,500 0.0 0
high-profil 0.0 0
customer-servic 0.0 0
scopu 0.0 0
online' 0.0 0
ration 0.0 0
atria 0.0 0
$839 0.0 0
kri 0.0 0
tuttl 0.0 0
soundview 0.0 0
software' 0.0 0
$9.75 0.0 0
$13.625 0.0 0
atria' 0.0 0
$7.75 0.0 0
44 0.0 0
0.9 0.0 0
39.92 0.0 0
rational' 0.0 0
$23.375 0.0 0
deal' 0.0 0
$489 0.0 0
methodolog 0.0 0
skeleton 0.0 0
commercial-qu 0.0 0
stan 0.0 0
dolberg 0.0 0
rigid 0.0 0
industrial-strength 0.0 0
awkward 0.0 0
java 0.0 0
rage 0.0 0
suspicion 0.0 0
catlin 0.0 0
wolfard 0.0 0
arcadia 0.0 0
chart 0.0 0
roskil 0.0 0
barnei 0.0 0
brokerage' 0.0 0
meld 0.0 0
rudisin 0.0 0
sybas 0.0 0
mitchel 0.0 0
kertzman 0.0 0
lineup 0.0 0
sql 0.0 0
sybase' 0.0 0
symphoni 0.0 0
jam 0.0 0
unrel 0.0 0
emeryvil 0.0 0
11g 0.0 0
parallel 0.0 0
jaguar 0.0 0
$16.625 0.0 0
zwetchkenbaum 0.0 0
zwetchenbaum 0.0 0
learn 0.0 0
$17.56 0.0 0
cost-cutt 0.0 0
bleed 0.0 0
hard-press 0.0 0
revolutionari 0.0 0
leapfrog 0.0 0
fade 0.0 0
instant 0.0 0
gratif 0.0 0
broker 0.0 0
coyl 0.0 0
s&amp;p 0.0 0
watcher 0.0 0
dole 0.0 0
cumul 0.0 0
$809 0.0 0
$32 0.0 0
sept 0.0 0
nobel 0.0 0
graef 0.0 0
crystal 0.0 0
abus 0.0 0
$10.125 0.0 0
$13.25 0.0 0
$10.375 0.0 0
aracdia 0.0 0
15.4 0.0 0
tradition 0.0 0
schaub 0.0 0
18.7 0.0 0
16.3 0.0 0
widen 0.0 0
market-shar 0.0 0
1.87 0.0 0
1.59 0.0 0
62 0.0 0
945,000 0.0 0
584,000 0.0 0
1.6 0.0 0
1.17 0.0 0
packard 0.0 0
nec 0.0 0
third-biggest 0.0 0
1.11 0.0 0
fixtur 0.0 0
dataquest' 0.0 0
top-fiv 0.0 0
toshiba 0.0 0
879,000 0.0 0
dell' 0.0 0
direct-sal 0.0 0
gatewai 0.0 0
quarter: 0.0 0
1.870 0.0 0
1.589 0.0 0
10.0 0.0 0
1.600 0.0 0
1.166 0.0 0
8.5 0.0 0
1.108 0.0 0
1.070 0.0 0
5.0 0.0 0
560,000 0.0 0
4.7 0.0 0
12.338 0.0 0
11.281 0.0 0
65.8 0.0 0
18.740 0.0 0
16.250 0.0 0
70.9 0.0 0
7.1 0.0 0
10.1 0.0 0
6.1 0.0 0
8.6 0.0 0
hewlett-packard 0.0 0
52 0.0 0
1.8 0.0 0
3.7 0.0 0
4.3 0.0 0
versant 0.0 0
versant' 0.0 0
horizon 0.0 0
long-dist 0.0 0
re-evalu 0.0 0
snafu 0.0 0
28-3/8 0.0 0
14-3/4 0.0 0
$4.8 0.0 0
$18.4 0.0 0
impli 0.0 0
mendelson 0.0 0
fault 0.0 0
mci' 0.0 0
takata 0.0 0
gruntal 0.0 0
half-a-dozen 0.0 0
staunch 0.0 0
1,500 0.0 0
pecent 0.0 0
grew 0.0 0
17.8 0.0 0
grumbl 0.0 0
rescind 0.0 0
suspens 0.0 0
stomach 0.0 0
high-oper 0.0 0
tobacco 0.0 0
lawyer 0.0 0
accus 0.0 0
second-hand 0.0 0
juror 0.0 0
anti-cigarett 0.0 0
prejudic 0.0 0
freelanc 0.0 0
television-new 0.0 0
class-act 0.0 0
potential-juror 0.0 0
six-memb 0.0 0
juri 0.0 0
cigarett 0.0 0
liabl 0.0 0
lung 0.0 0
cancer 0.0 0
smoking-rel 0.0 0
ailment 0.0 0
non-smok 0.0 0
select 0.0 0
dade 0.0 0
counti 0.0 0
kay 0.0 0
intermitt 0.0 0
follow-up 0.0 0
individuals' 0.0 0
habit 0.0 0
muddl 0.0 0
miami 0.0 0
clerk 0.0 0
moss 0.0 0
williamson 0.0 0
b.a.t 0.0 0
britain 18.261428529949786 4
subsequ 0.0 0
sympathi 0.0 0
trial 0.0 0
woman 0.0 0
courtroom 0.0 0
judge' 0.0 0
bias 0.0 0
plaintiff 0.0 0
clash 0.0 0
manipul 0.0 0
lawyer' 0.0 0
su 0.0 0
stori 0.0 0
pan 0.0 0
dispatch 0.0 0
queri 0.0 0
jewish 0.0 0
surgeon 0.0 0
testifi 0.0 0
blunt 0.0 0
plaintiffs' 0.0 0
jess 0.0 0
steinfeld 0.0 0
behalf 0.0 0
claim 0.0 0
allegedli 0.0 0
rosenblatt 0.0 0
assault 0.0 0
asbesto 0.0 0
diseas 0.0 0
injuri 0.0 0
smoker 0.0 0
imped 0.0 0
scientif 0.0 0
pre-trial 0.0 0
treat 0.0 0
sick 0.0 0
medicaid 0.0 0
twenty-on 0.0 0
purpos 0.0 0
mislead 0.0 0
conspir 0.0 0
wit 0.0 0
husband-and-wif 0.0 0
norma 0.0 0
brion 0.0 0
diagnos 0.0 0
cardiologist 0.0 0
tesifi 0.0 0
tobacco-industri 0.0 0
harm 0.0 0
rjr 0.0 0
lorillard 0.0 0
loew 0.0 0
suprem 0.0 0
florida' 0.0 0
anti-tobacco 0.0 0
activist 0.0 0
brace 0.0 0
sue 0.0 0
bloodi 0.0 0
repeal 0.0 0
undo 0.0 0
oppon 0.0 0
third-parti 0.0 0
jodi 0.0 0
medical-li 0.0 0
legislatur 0.0 0
veto 0.0 0
gov 0.0 0
lawton 0.0 0
chile 0.0 0
overrid 0.0 0
constitution 0.0 0
crux 0.0 0
lawsuit 0.0 0
palm 0.0 0
beach 0.0 0
harold 0.0 0
inspector 0.0 0
governor 0.0 0
full-press 0.0 0
offens 0.0 0
lobbyist 0.0 0
coalit 0.0 0
taxpay 0.0 0
beth 0.0 0
labaski 0.0 0
compos 0.0 0
tobacco: 0.0 0
enemi 0.0 0
ron 0.0 0
feldman 0.0 0
constitut 0.0 0
ordinarili 0.0 0
rear 0.0 0
dark-suit 0.0 0
mystifi 0.0 0
dosal 0.0 0
martinez 0.0 0
fidget 0.0 0
gutierrez 0.0 0
decordoba 0.0 0
people' 0.0 0
listen 0.0 0
swept 0.0 0
opa-locka 0.0 0
fanci 0.0 0
tast 0.0 0
moorish 0.0 0
architectur 0.0 0
231 0.0 0
dosal' 0.0 0
michigan 0.0 0
deep-pocket 0.0 0
$35 0.0 0
dtc 0.0 0
regular 0.0 0
king-siz 0.0 0
length 0.0 0
state' 0.0 0
50,000 0.0 0
inmat 0.0 0
elderli 0.0 0
emigr 0.0 0
competidora 0.0 0
dy 0.0 0
good-humor 0.0 0
inform 0.0 0
broin 0.0 0
monetrari 0.0 0
multibillion-dollar 0.0 0
shrug 0.0 0
auton 0.0 0
car-retail 0.0 0
aspir 0.0 0
toyota 0.0 0
honda 0.0 0
prowl 0.0 0
cheapen 0.0 0
acura 0.0 0
dealership 0.0 0
proprietor 0.0 0
renown 0.0 0
video-retail 0.0 0
techniqu 0.0 0
co-chief 0.0 0
auto-servic 0.0 0
home-secur 0.0 0
garbage-haul 0.0 0
stock-swap 0.0 0
narrow 0.0 0
autonation' 0.0 0
brief 0.0 0
indianopoli 0.0 0
indiana 0.0 0
voluntari 0.0 0
indianapolis-area 0.0 0
lincoln-mercuri 0.0 0
stand-alon 0.0 0
warranti 0.0 0
medium-s 6.988305907731367 1
berrard 0.0 0
endors 0.0 0
carmax 0.0 0
customer-friendli 0.0 0
pioneer 0.0 0
saturn 0.0 0
hate 0.0 0
haggl 0.0 0
chrysler 0.0 0
305-374-5013 0.0 0
sterl 6.355056868752491 1
$165 0.0 0
sterling' 0.0 0
instrument' 0.0 0
enlarg 0.0 0
fall' 0.0 0
spinoff 0.0 0
instruments' 0.0 0
found 0.0 0
1981 0.0 0
repel 0.0 0
$440 0.0 0
weav 0.0 0
broader 0.0 0
settling-in 0.0 0
stimul 0.0 0
ti' 0.0 0
5/8 0.0 0
32-1/4 0.0 0
welch 0.0 0
$28.2 0.0 0
incent 0.0 0
ge' 0.0 0
welch' 0.0 0
91 0.0 0
patterson 0.0 0
afl-cio 0.0 0
paycheck 0.0 0
148 0.0 0
239,000 0.0 0
teamster 0.0 0
acclaim 0.0 0
stellar 0.0 0
bitter 0.0 0
cynic 0.0 0
ge 0.0 0
22,000 0.0 0
1988 0.0 0
defer 0.0 0
alliedsign 0.0 0
$6.3 0.0 0
$15.1 0.0 0
$6.2 0.0 0
excercis 0.0 0
$600,000 0.0 0
walt 0.0 0
disnei 0.0 0
eisner 0.0 0
$771 0.0 0
twelv 0.0 0
cigarette-industri 0.0 0
geoffrei 0.0 0
bibl 0.0 0
morris' 0.0 0
sprawl 0.0 0
virginia 0.0 0
anti-smok 0.0 0
daynard 0.0 0
northeastern 0.0 0
landmark 0.0 0
norwood 0.0 0
wilner 0.0 0
$750,000 0.0 0
aug 0.0 0
ladi 0.0 0
jenni 0.0 0
stieger 0.0 0
jean 0.0 0
connor 0.0 0
rj 0.0 0
reynold 0.0 0
winston 0.0 0
salem 0.0 0
joann 0.0 0
karbinyk 0.0 0
ronald 0.0 0
acosta 0.0 0
tent 0.0 0
tampa 0.0 0
secondhand-smok 0.0 0
barber 0.0 0
moor 0.0 0
al 0.0 0
awar 0.0 0
voluntarili 0.0 0
tobacco-rel 0.0 0
passengers' 0.0 0
knew 0.0 0
zimmer 0.0 0
seton 0.0 0
hall 0.0 0
secondhand 0.0 0
physician 0.0 0
scientist 0.0 0
harvard 0.0 0
boon 0.0 0
rosenblatt' 0.0 0
weaken 0.0 0
two-stag 0.0 0
individu 0.0 0
telegraph 0.0 0
human 0.0 0
promot 0.0 0
four-decad 0.0 0
unleash 0.0 0
stiff 0.0 0
eastman 0.0 0
kodak 0.0 0
partial 0.0 0
bruis 0.0 0
copier 0.0 0
$684 0.0 0
copier-market 0.0 0
danka 0.0 0
kodak' 0.0 0
xerox 0.0 0
throw 0.0 0
gauntlet 0.0 0
turf 0.0 0
gill 0.0 0
danka-kodak 0.0 0
suffic 0.0 0
doyl 0.0 0
upmarket 0.0 0
turnov 0.0 0
printer 0.0 0
danka' 0.0 0
kohrt 0.0 0
rump 0.0 0
gari 0.0 0
schneider 0.0 0
bear 0.0 0
stearn 0.0 0
reposit 0.0 0
subpar 0.0 0
pull-through 0.0 0
high-volum 0.0 0
dovetail 0.0 0
middle-market 0.0 0
6-5/8 0.0 0
36-1/2 0.0 0
71-3/4 0.0 0
liggett 0.0 0
tabacco 0.0 0
carolina 0.0 0
king 0.0 0
easlei 0.0 0
carolina' 0.0 0
sean 0.0 0
walsh 0.0 0
hunt 0.0 0
virgina 0.0 0
kentucki 0.0 0
georgia 0.0 0
tobacco-grow 0.0 0
chesterfield 0.0 0
l&amp;m 0.0 0
addict 0.0 0
substanc 0.0 0
brook 0.0 0
condemn 0.0 0
proctorvil 0.0 0
print 0.0 0
gradi 0.0 0
britt 0.0 0
ridg 0.0 0
newberri 0.0 0
ammunit 0.0 0
classifi 0.0 0
erskin 0.0 0
floyd 0.0 0
barnesvil 0.0 0
fifth-rank 0.0 0
shaki 0.0 0
journalist 0.0 0
niche-brand 0.0 0
standbi 0.0 0
femal 0.0 0
fox 0.0 0
wsvn 0.0 0
channel 0.0 0
portrai 0.0 0
bia 0.0 0
unsuit 0.0 0
flashili 0.0 0
micro-brand 0.0 0
shopkeep 0.0 0
mindset 0.0 0
colleg 0.0 0
student 0.0 0
immigr 0.0 0
mexico 0.0 0
excus 0.0 0
nun 0.0 0
firsthand 0.0 0
vacat 0.0 0
reconsid 0.0 0
hot-buttom 0.0 0
amb.n 0.0 0
haunt 0.0 0
best-sel 0.0 0
novelist 0.0 0
grisham' 0.0 0
runawai 0.0 0
tale 0.0 0
burglari 0.0 0
juror-tamp 0.0 0
novel' 0.0 0
shorthand 0.0 0
imit 0.0 0
anger 0.0 0
fictiti 0.0 0
novel 0.0 0
pledg 0.0 0
frequent 0.0 0
repeatedli 0.0 0
assert 0.0 0
outmatch 0.0 0
improp 0.0 0
jacksonvil 0.0 0
doubledai 0.0 0
moss' 0.0 0
questionnair 0.0 0
in-court 0.0 0
inquiri 0.0 0
safeguard 0.0 0
good-humour 0.0 0
spokesmen 0.0 0
stretch 0.0 0
stricter 0.0 0
youth 0.0 0
vigor 0.0 0
shelter 0.0 0
valuat 0.0 0
wear 0.0 0
marlboro 0.0 0
costum 0.0 0
greet 0.0 0
protestor 0.0 0
infact 0.0 0
boston-bas 0.0 0
captur 0.0 0
wore 0.0 0
uncl 0.0 0
hat 0.0 0
dress 0.0 0
$41.625 0.0 0
opporun 0.0 0
four-jet 0.0 0
start-up 0.0 0
legendari 0.0 0
aviat 0.0 0
carniv 0.0 0
carrier' 0.0 0
rework 0.0 0
jeff 0.0 0
kriendler 0.0 0
pend 0.0 0
herald 0.0 0
gabriel 0.0 0
gabor 0.0 0
micki 0.0 0
arison 0.0 0
cruise-ship 0.0 0
2,200 0.0 0
void 0.0 0
pincavag 0.0 0
carrier 0.0 0
valujet 0.0 0
everglad 0.0 0
110 0.0 0
namesak 0.0 0
160 0.0 0
flounder 0.0 0
dwell 0.0 0
tighter 0.0 0
anonym 0.0 0
resum 0.0 0
passov 0.0 0
cafasso 0.0 0
massachusett 0.0 0
harshbarg 0.0 0
tepid 0.0 0
steadfastli 0.0 0
fought 0.0 0
comprehens 0.0 0
settlment 0.0 0
tag 0.0 0
$44.25 0.0 0
r.j 0.0 0
7.68 0.0 0
2.67 0.0 0
295.47 0.0 0
osteen 0.0 0
greensboro 0.0 0
n.c 0.0 0
berman 0.0 0
unambigu 0.0 0
smoking' 0.0 0
safer 0.0 0
hough 0.0 0
labor 0.0 0
cumbersom 0.0 0
linkag 0.0 0
fraud 0.0 0
conspiraci 0.0 0
overturn 0.0 0
aboard 0.0 0
in-flight 0.0 0
attendants' 0.0 0
dissolv 0.0 0
co-counsel 0.0 0
husband 0.0 0
$62 0.0 0
lexu 0.0 0
clearwat 0.0 0
fla.; 0.0 0
chevrolet 0.0 0
cadillac 0.0 0
pontiac 0.0 0
oldsmobil 0.0 0
buick 0.0 0
geo 0.0 0
dealerships' 0.0 0
employ 0.0 0
megastor 0.0 0
rental 0.0 0
alamo 0.0 0
rent-a-car 0.0 0
spirit 0.0 0
auto 0.0 0
propietor 0.0 0
94 0.0 0
$27.375 0.0 0
double-digit 0.0 0
sanford 0.0 0
bernstein 0.0 0
shot 0.0 0
smokers; 0.0 0
advertising; 0.0 0
passag 0.0 0
senat 0.0 0
$170 0.0 0
bernstein' 0.0 0
roi 0.0 0
burri 0.0 0
gradual 0.0 0
vari 0.0 0
market-domin 0.0 0
typic 0.0 0
77 0.0 0
ireland 0.0 0
74 0.0 0
australia 0.0 0
canada 0.0 0
42-1/4 0.0 0
48 0.0 0
32-3/4 0.0 0
saying: 0.0 0
disappear 0.0 0
citicorp 0.0 0
launder 0.0 0
salina 0.0 0
gortari' 0.0 0
reed 0.0 0
emphasis 0.0 0
raul 0.0 0
jail 0.0 0
murder 0.0 0
swiss 0.0 0
prosecutor 0.0 0
cartel 0.0 0
salinas' 0.0 0
self-impos 0.0 0
summon 0.0 0
panel 0.0 0
citizen 0.0 0
gortari 0.0 0
appar 0.0 0
ami 0.0 0
elliott 0.0 0
behaviour 0.0 0
peer 0.0 0
tobacco-produc 0.0 0
content 0.0 0
handov 0.0 0
lawyer-cli 0.0 0
worthless 0.0 0
cultur 0.0 0
tailor 0.0 0
sea-go 0.0 0
convent 0.0 0
caribbean 0.0 0
flourish 0.0 0
leisur 0.0 0
internation 0.0 0
p&amp;o/princess 0.0 0
alaska 0.0 0
enjoi 0.0 0
miami-bas 0.0 0
shipboard 0.0 0
berth 0.0 0
canriv 0.0 0
dickinson 0.0 0
seawat 0.0 0
debut 0.0 0
cartoon-them 0.0 0
canaver 0.0 0
ship-build 0.0 0
just-launch 0.0 0
destini 0.0 0
2,600 0.0 0
3,100 0.0 0
overwhelmingli 0.0 0
unmistak 0.0 0
mass-market 0.0 0
cater 0.0 0
celebr 0.0 0
sasso 0.0 0
shiphold 0.0 0
multilingu 0.0 0
crew 0.0 0
onboard 0.0 0
accomod 0.0 0
seven-dai 0.0 0
fain 0.0 0
tour 0.0 0
multi-prong 0.0 0
costa 0.0 0
airtour 0.0 0
hyundai 0.0 0
korea 0.0 0
peninsular 0.0 0
orient 0.0 0
navig 0.0 0
kirk 0.0 0
lanterman 0.0 0
holland 0.0 0
line-westour 0.0 0
ethnic 0.0 0
accommod 0.0 0
non-american 0.0 0
travel 0.0 0
charact 0.0 0
unsatisfactori 0.0 0
genteel 0.0 0
amen 0.0 0
on-board 0.0 0
uk 0.0 0
plc.carniv 0.0 0
carnival-brand 0.0 0
itinerari 0.0 0
stronghold 0.0 0
destin 0.0 0
ocean-go 0.0 0
company-own 0.0 0
ticket 0.0 0
agent 0.0 0
leisure-cruis 0.0 0
lion' 0.0 0
ponder 0.0 0
non-monetari 0.0 0
lock-step 0.0 0
forgo 0.0 0
grab 0.0 0
likelihood 0.0 0
mutual 0.0 0
categori 0.0 0
emanuel 0.0 0
webber 0.0 0
a.m 0.0 0
edt 0.0 0
suspect 0.0 0
benzo(a)pyren 0.0 0
chariti 0.0 0
kathryn 0.0 0
mulvei 0.0 0
boycott 0.0 0
nestl 0.0 0
mismarket 0.0 0
infant 0.0 0
infact' 0.0 0
peddl 0.0 0
knight-ridd 0.0 0
abc 0.0 0
on-lin 0.0 0
dialog 0.0 0
datastar 0.0 0
newsap 0.0 0
gannett 0.0 0
competitive; 0.0 0
morton 0.0 0
disney/abc 0.0 0
arlington 0.0 0
star-telegram 0.0 0
bellevil 0.0 0
news-democrat 0.0 0
wilkes-barr 0.0 0
$275 0.0 0
after-tax 0.0 0
reader-friendli 0.0 0
literaci 0.0 0
toni 0.0 0
ridder 0.0 0
smaller-market 0.0 0
contributor 0.0 0
knight-ridder' 0.0 0
$990 0.0 0
pre-exist 0.0 0
moni 0.0 0
engag 0.0 0
tobacco' 0.0 0
lucki 0.0 0
thirty-two 0.0 0
chosen 5.937321668052513 1
42-year-old 0.0 0
maneuv 0.0 0
wife 0.0 0
flight-attend 0.0 0
jury-pick 0.0 0
perfect 0.0 0
male 0.0 0
groan 0.0 0
snuff 0.0 0
caucasian 0.0 0
father 0.0 0
mother 0.0 0
distast 0.0 0
explan 0.0 0
workers' 0.0 0
1900 0.0 0
civil 0.0 0
newspaper-truck 0.0 0
waiter 0.0 0
painter 0.0 0
police-depart 0.0 0
ex-smok 0.0 0
unconcern 0.0 0
jury' 0.0 0
discretionari 0.0 0
tilt 0.0 0
lawyers' 0.0 0
two-minut 0.0 0
illinoi 0.0 0
cohen 0.0 0
safeti 0.0 0
trade-secret 0.0 0
client-lawy 0.0 0
overriden 0.0 0
bob 0.0 0
butterworth 0.0 0
devast 0.0 0
assign 0.0 0
rutter 0.0 0
murrai 0.0 0
granick 0.0 0
restrain 0.0 0
preclud 0.0 0
restraint 0.0 0
yesterdai 0.0 0
constraint 0.0 0
privaci 0.0 0
industry-wid 0.0 0
mississippi' 0.0 0
medicar 0.0 0
racket 0.0 0
turner 0.0 0
gerald 0.0 0
levin 0.0 0
feud 0.0 0
exploit 0.0 0
warner 0.0 0
year-old 0.0 0
occupi 0.0 0
low-kei 0.0 0
vice-chairman 0.0 0
jill 0.0 0
krutick 0.0 0
mcalpin 0.0 0
dynam 0.0 0
meddler 0.0 0
strong-wil 0.0 0
co-exist 0.0 0
top-tier 0.0 0
film 0.0 0
cable-tv 0.0 0
bro 0.0 0
movi 0.0 0
studio 0.0 0
sport 0.0 0
illustr 0.0 0
fortun 0.0 0
cnn 0.0 0
cartoon 0.0 0
brave 0.0 0
hawk 0.0 0
oversight 0.0 0
cable-televis 0.0 0
tnt 0.0 0
warner' 0.0 0
cable-program 0.0 0
castl 0.0 0
cinema 0.0 0
unwind 0.0 0
duplic 0.0 0
joe 0.0 0
camel 0.0 0
repriev 0.0 0
nine-to-on 0.0 0
bogartesqu 0.0 0
trenchcoat 0.0 0
spearhead 0.0 0
rug 0.0 0
cowboi 0.0 0
wrong 0.0 0
180 0.0 0
hypocrit 0.0 0
hail 0.0 0
sweda 0.0 0
give-awai 0.0 0
karen 0.0 0
daragan 0.0 0
bounti 0.0 0
warili 0.0 0
800-pound 0.0 0
gorilla 0.0 0
